user_id,signup_date,first_asset_class,acquisition_channel
13069231,2025-05-20 00:00:00,,Paid Ads
13347698,2025-08-25 00:00:00,,Paid Ads
13629050,2025-12-13 00:00:00,,Paid Ads
12698557,2025-01-29 00:00:00,,Organic
13444261,2025-10-08 00:00:00,crypto,Organic
13461514,2025-10-13 00:00:00,,Organic
13108219,2025-05-30 00:00:00,,Paid Ads
13215088,2025-07-03 00:00:00,,Paid Ads
13052169,2025-05-15 00:00:00,,Organic
12674606,2025-01-18 00:00:00,,Organic
13002040,2025-05-03 00:00:00,,Organic
13107111,2025-05-30 00:00:00,,Investment Club
12862640,2025-04-02 00:00:00,,Organic
13242516,2025-07-14 00:00:00,,Referral
13334571,2025-08-17 00:00:00,,Paid Ads
12782117,2025-02-27 00:00:00,gold,B2B
13387671,2025-09-18 00:00:00,,Organic
13522416,2025-10-29 00:00:00,,Organic
13521186,2025-10-29 00:00:00,gold,Paid Ads
12822951,2025-03-17 00:00:00,,Paid Ads
13351994,2025-08-27 00:00:00,,Organic
12895421,2025-04-09 00:00:00,,Paid Ads
13412667,2025-09-29 00:00:00,,Organic
13424654,2025-10-03 00:00:00,,Paid Ads
13311742,2025-08-05 00:00:00,crypto,Referral
13097331,2025-05-27 00:00:00,,Organic
13211678,2025-07-02 00:00:00,,Organic
13193342,2025-06-25 00:00:00,,Direct Content
13303605,2025-08-01 00:00:00,,Paid Ads
13285967,2025-07-26 00:00:00,,Paid Ads
12741951,2025-02-13 00:00:00,,Paid Ads
12893103,2025-04-08 00:00:00,,Organic
12926053,2025-04-15 00:00:00,,Organic
13450149,2025-10-10 00:00:00,crypto,Paid Ads
12642635,2025-01-01 00:00:00,,Organic
13488519,2025-10-19 00:00:00,,Paid Ads
13323202,2025-08-11 00:00:00,,Paid Ads
13019239,2025-05-07 00:00:00,,Organic
13314232,2025-08-06 00:00:00,,Paid Ads
12916757,2025-04-13 00:00:00,,Organic
13598759,2025-11-28 00:00:00,,Organic
12804400,2025-03-08 00:00:00,crypto,Referral
13511404,2025-10-26 00:00:00,crypto,Organic
12773194,2025-02-23 00:00:00,,Organic
13400423,2025-09-24 00:00:00,,Organic
12762678,2025-02-21 00:00:00,,Paid Ads
13343916,2025-08-23 00:00:00,,Paid Ads
13268404,2025-07-21 00:00:00,,Paid Ads
13085132,2025-05-24 00:00:00,,Organic
12872665,2025-04-04 00:00:00,crypto,Paid Ads
13599341,2025-11-28 00:00:00,,Paid Ads
13420966,2025-10-02 00:00:00,,Paid Ads
13455667,2025-10-11 00:00:00,,Organic
12664466,2025-01-13 00:00:00,,Organic
12695424,2025-01-28 00:00:00,,Social Media
13065602,2025-05-19 00:00:00,,Paid Ads
12740065,2025-02-12 00:00:00,crypto,Paid Ads
13028035,2025-05-10 00:00:00,,Organic
13664691,2025-12-29 00:00:00,,Paid Ads
13088643,2025-05-25 00:00:00,crypto,Paid Ads
12967652,2025-04-24 00:00:00,,Organic
12848450,2025-03-28 00:00:00,,B2B
13503659,2025-10-23 00:00:00,,Direct Content
13484064,2025-10-18 00:00:00,,Paid Ads
12646264,2025-01-03 00:00:00,,Organic
12719408,2025-02-04 00:00:00,,Referral
13466115,2025-10-14 00:00:00,,Organic
13213117,2025-07-03 00:00:00,,Organic
13435160,2025-10-06 00:00:00,,Paid Ads
13513924,2025-10-26 00:00:00,,Organic
13414186,2025-09-30 00:00:00,,Paid Ads
12898859,2025-04-09 00:00:00,,Organic
13108805,2025-05-30 00:00:00,,Paid Ads
12667678,2025-01-14 00:00:00,,Organic
13473236,2025-10-15 00:00:00,,Organic
12828440,2025-03-19 00:00:00,,Organic
13151812,2025-06-11 00:00:00,,Paid Ads
13307691,2025-08-03 00:00:00,,Organic
12807197,2025-03-09 00:00:00,,Organic
13311645,2025-08-05 00:00:00,,Paid Ads
13343298,2025-08-23 00:00:00,,Organic
12917118,2025-04-13 00:00:00,,Paid Ads
13342784,2025-08-22 00:00:00,,Paid Ads
13555994,2025-11-10 00:00:00,,Paid Ads
12765357,2025-02-22 00:00:00,,Paid Ads
12755662,2025-02-18 00:00:00,crypto,Influencers
12654916,2025-01-07 00:00:00,,Paid Ads
12696828,2025-01-28 00:00:00,crypto,Paid Ads
13137904,2025-06-07 00:00:00,,Organic
12805193,2025-03-08 00:00:00,,Referral
12800563,2025-03-06 00:00:00,,Referral
13353959,2025-08-28 00:00:00,,Paid Ads
13506778,2025-10-24 00:00:00,,Organic
13146713,2025-06-09 00:00:00,,Paid Ads
12876801,2025-04-05 00:00:00,,Paid Ads
12667038,2025-01-14 00:00:00,,Organic
13599976,2025-11-28 00:00:00,,Direct Content
13463383,2025-10-13 00:00:00,,Organic
13121033,2025-06-03 00:00:00,,Organic
12855571,2025-03-31 00:00:00,,Organic
13351190,2025-08-27 00:00:00,,Paid Ads
13012375,2025-05-06 00:00:00,,Organic
12777919,2025-02-25 00:00:00,crypto,Paid Ads
13208776,2025-07-01 00:00:00,crypto,Paid Ads
13387873,2025-09-18 00:00:00,gss,Organic
12925219,2025-04-15 00:00:00,,Paid Ads
12851073,2025-03-29 00:00:00,,Organic
13257718,2025-07-17 00:00:00,,Paid Ads
13569296,2025-11-15 00:00:00,,Organic
13603972,2025-11-30 00:00:00,,Organic
13599573,2025-11-28 00:00:00,,Organic
13259049,2025-07-18 00:00:00,,Paid Ads
12946099,2025-04-20 00:00:00,,Organic
12745336,2025-02-14 00:00:00,crypto,Referral
13652284,2025-12-24 00:00:00,gss,Organic
13297863,2025-07-30 00:00:00,,Paid Ads
12996592,2025-05-01 00:00:00,,Paid Ads
12722870,2025-02-06 00:00:00,,Organic
13155379,2025-06-12 00:00:00,,Paid Ads
13469203,2025-10-14 00:00:00,gold,Paid Ads
13238687,2025-07-13 00:00:00,crypto,Paid Ads
13112206,2025-05-31 00:00:00,,Organic
13199522,2025-06-27 00:00:00,,Paid Ads
12917844,2025-04-13 00:00:00,,Organic
12715941,2025-02-03 00:00:00,crypto,Organic
12766035,2025-02-22 00:00:00,,Organic
13186445,2025-06-23 00:00:00,,Paid Ads
12795230,2025-03-04 00:00:00,crypto,B2B
13483919,2025-10-18 00:00:00,gss,Paid Ads
13435086,2025-10-06 00:00:00,,Organic
12749904,2025-02-16 00:00:00,,Organic
13027425,2025-05-10 00:00:00,,Paid Ads
13525232,2025-10-30 00:00:00,,Paid Ads
13267580,2025-07-20 00:00:00,,Organic
13459704,2025-10-12 00:00:00,,Paid Ads
12979107,2025-04-26 00:00:00,,Paid Ads
12786017,2025-02-28 00:00:00,,Paid Ads
12919169,2025-04-14 00:00:00,crypto,Referral
12919544,2025-04-14 00:00:00,,Organic
13051864,2025-05-15 00:00:00,,Paid Ads
13433903,2025-10-06 00:00:00,,Direct Content
12851185,2025-03-29 00:00:00,,Organic
13204804,2025-06-30 00:00:00,,Paid Ads
12652621,2025-01-06 00:00:00,,Paid Ads
13488434,2025-10-19 00:00:00,crypto,Paid Ads
13545083,2025-11-06 00:00:00,,Referral
13534806,2025-11-02 00:00:00,crypto,Paid Ads
12821339,2025-03-16 00:00:00,,Paid Ads
13316974,2025-08-08 00:00:00,,Paid Ads
13250431,2025-07-16 00:00:00,,Paid Ads
12802281,2025-03-07 00:00:00,,Organic
13318412,2025-08-09 00:00:00,,Paid Ads
13590854,2025-11-24 00:00:00,,Organic
13369003,2025-09-07 00:00:00,crypto,Organic
12753374,2025-02-17 00:00:00,,Paid Ads
13271707,2025-07-21 00:00:00,,Paid Ads
13484999,2025-10-18 00:00:00,,Paid Ads
13519132,2025-10-28 00:00:00,crypto,Paid Ads
12929211,2025-04-16 00:00:00,,Paid Ads
13238439,2025-07-13 00:00:00,,Organic
13296938,2025-07-30 00:00:00,crypto,Organic
12727694,2025-02-07 00:00:00,crypto,Organic
12821942,2025-03-16 00:00:00,,Paid Ads
13065623,2025-05-19 00:00:00,,Paid Ads
13425743,2025-10-03 00:00:00,,Referral
13108062,2025-05-30 00:00:00,gss,Paid Ads
12660313,2025-01-10 00:00:00,,Referral
13642640,2025-12-19 00:00:00,,Organic
13311524,2025-08-05 00:00:00,,Paid Ads
13551426,2025-11-08 00:00:00,,Organic
12731982,2025-02-09 00:00:00,,Paid Ads
12772444,2025-02-23 00:00:00,gold,Organic
12790582,2025-03-02 00:00:00,crypto,Paid Ads
13164388,2025-06-15 00:00:00,,Organic
12643184,2025-01-01 00:00:00,crypto,Paid Ads
13387418,2025-09-17 00:00:00,,Organic
13121439,2025-06-03 00:00:00,,Organic
13078250,2025-05-23 00:00:00,,Paid Ads
13494570,2025-10-20 00:00:00,,Organic
12794153,2025-03-04 00:00:00,,Organic
13181194,2025-06-21 00:00:00,,Paid Ads
13602220,2025-11-29 00:00:00,crypto,Paid Ads
12870580,2025-04-04 00:00:00,crypto,Organic
12715309,2025-02-03 00:00:00,,Referral
13451746,2025-10-10 00:00:00,crypto,Paid Ads
12725567,2025-02-06 00:00:00,crypto,Influencers
13073900,2025-05-22 00:00:00,,Organic
12883076,2025-04-06 00:00:00,,Paid Ads
12989107,2025-04-29 00:00:00,,Organic
13197516,2025-06-27 00:00:00,,Organic
13065804,2025-05-19 00:00:00,,Organic
12732276,2025-02-09 00:00:00,,Organic
13057042,2025-05-16 00:00:00,,Paid Ads
13536302,2025-11-02 00:00:00,,Organic
13646007,2025-12-21 00:00:00,,Organic
13486803,2025-10-18 00:00:00,,Paid Ads
13564418,2025-11-13 00:00:00,,Paid Ads
12734096,2025-02-10 00:00:00,crypto,Organic
13595881,2025-11-26 00:00:00,,Paid Ads
13440954,2025-10-07 00:00:00,,Paid Ads
13629659,2025-12-13 00:00:00,,Paid Ads
13668250,2025-12-30 00:00:00,,Paid Ads
13512846,2025-10-26 00:00:00,,Organic
12765469,2025-02-22 00:00:00,,Organic
13342144,2025-08-22 00:00:00,,Paid Ads
13193881,2025-06-25 00:00:00,,Organic
12923745,2025-04-15 00:00:00,,Paid Ads
13013344,2025-05-06 00:00:00,crypto,Paid Ads
12650010,2025-01-05 00:00:00,crypto,Paid Ads
13625465,2025-12-11 00:00:00,,Organic
13516189,2025-10-27 00:00:00,,Organic
13199840,2025-06-28 00:00:00,,Paid Ads
13157648,2025-06-13 00:00:00,crypto,Paid Ads
12860552,2025-04-01 00:00:00,,Paid Ads
12743925,2025-02-14 00:00:00,,Organic
13064107,2025-05-19 00:00:00,,Paid Ads
12813358,2025-03-12 00:00:00,,Organic
13057402,2025-05-17 00:00:00,,Organic
12905899,2025-04-11 00:00:00,,Organic
12672209,2025-01-16 00:00:00,crypto,Organic
13067290,2025-05-20 00:00:00,crypto,Paid Ads
12893342,2025-04-08 00:00:00,crypto,Paid Ads
13132458,2025-06-06 00:00:00,,Organic
13273611,2025-07-22 00:00:00,crypto,Organic
13641831,2025-12-19 00:00:00,,Paid Ads
12726662,2025-02-07 00:00:00,gss,Referral
12831671,2025-03-20 00:00:00,,Paid Ads
13348661,2025-08-25 00:00:00,,Organic
12841443,2025-03-25 00:00:00,,Paid Ads
12847237,2025-03-27 00:00:00,,Organic
13595790,2025-11-26 00:00:00,,Organic
13032977,2025-05-11 00:00:00,crypto,Organic
13163411,2025-06-15 00:00:00,,Organic
12779836,2025-02-26 00:00:00,,Organic
12949452,2025-04-21 00:00:00,,Organic
12688733,2025-01-24 00:00:00,,Referral
13217582,2025-07-04 00:00:00,,Organic
12982035,2025-04-27 00:00:00,,Paid Ads
12854758,2025-03-30 00:00:00,crypto,Organic
13388486,2025-09-18 00:00:00,,Organic
13079616,2025-05-23 00:00:00,,Paid Ads
13262539,2025-07-19 00:00:00,,Paid Ads
13639438,2025-12-18 00:00:00,gss,Referral
12730980,2025-02-09 00:00:00,,Organic
13279784,2025-07-24 00:00:00,,Organic
13541798,2025-11-04 00:00:00,,Paid Ads
12765591,2025-02-22 00:00:00,,Paid Ads
12867463,2025-04-03 00:00:00,,Organic
12890322,2025-04-08 00:00:00,,Paid Ads
12646209,2025-01-03 00:00:00,,Paid Ads
13356489,2025-08-30 00:00:00,,Paid Ads
13282380,2025-07-25 00:00:00,,Paid Ads
12995813,2025-05-01 00:00:00,,Direct Content
12876488,2025-04-05 00:00:00,,Organic
13415638,2025-09-30 00:00:00,gss,Referral
13296020,2025-07-29 00:00:00,,Paid Ads
12743125,2025-02-13 00:00:00,crypto,Referral
13467942,2025-10-14 00:00:00,,Organic
13085575,2025-05-25 00:00:00,,Paid Ads
13484321,2025-10-18 00:00:00,,Referral
13564263,2025-11-13 00:00:00,,Paid Ads
12988059,2025-04-29 00:00:00,,Organic
12670845,2025-01-16 00:00:00,,Paid Ads
12926281,2025-04-15 00:00:00,,Paid Ads
13563537,2025-11-13 00:00:00,,Organic
12871742,2025-04-04 00:00:00,,Organic
13588181,2025-11-23 00:00:00,,Organic
13298535,2025-07-30 00:00:00,crypto,Organic
13068918,2025-05-20 00:00:00,crypto,Organic
13213970,2025-07-03 00:00:00,,Paid Ads
12651115,2025-01-05 00:00:00,crypto,Organic
13311394,2025-08-05 00:00:00,,Direct Content
13319292,2025-08-09 00:00:00,,Paid Ads
13553830,2025-11-09 00:00:00,,Paid Ads
13448561,2025-10-09 00:00:00,,Paid Ads
13223911,2025-07-07 00:00:00,crypto,Organic
12955672,2025-04-22 00:00:00,,Paid Ads
13061553,2025-05-18 00:00:00,,Referral
13031106,2025-05-11 00:00:00,,Paid Ads
12702259,2025-01-31 00:00:00,,Paid Ads
12727597,2025-02-07 00:00:00,gss,Organic
12961115,2025-04-23 00:00:00,,Paid Ads
13504616,2025-10-23 00:00:00,,Paid Ads
13344312,2025-08-23 00:00:00,,Organic
12845364,2025-03-26 00:00:00,,Organic
12983016,2025-04-27 00:00:00,,Paid Ads
12879669,2025-04-06 00:00:00,,Organic
13218233,2025-07-05 00:00:00,,Paid Ads
13043900,2025-05-13 00:00:00,,Paid Ads
13577250,2025-11-18 00:00:00,,Paid Ads
13398002,2025-09-23 00:00:00,crypto,Organic
12688148,2025-01-24 00:00:00,,Paid Ads
13465777,2025-10-13 00:00:00,,Organic
12659795,2025-01-10 00:00:00,,Organic
13512668,2025-10-26 00:00:00,,Referral
13585789,2025-11-22 00:00:00,,Organic
12822000,2025-03-16 00:00:00,,Paid Ads
13091648,2025-05-26 00:00:00,,Organic
13111044,2025-05-31 00:00:00,,Organic
13670272,2025-12-30 00:00:00,,Paid Ads
13280435,2025-07-24 00:00:00,,Paid Ads
13400068,2025-09-24 00:00:00,,Organic
13621894,2025-12-09 00:00:00,,Organic
13232545,2025-07-11 00:00:00,,Paid Ads
12714088,2025-02-03 00:00:00,crypto,Organic
13638875,2025-12-17 00:00:00,,Organic
13539050,2025-11-03 00:00:00,,Organic
12798716,2025-03-05 00:00:00,crypto,Referral
12786517,2025-02-28 00:00:00,crypto,Referral
12957420,2025-04-22 00:00:00,crypto,Paid Ads
13481306,2025-10-17 00:00:00,,Paid Ads
13131285,2025-06-06 00:00:00,,Referral
13672605,2025-12-31 00:00:00,,Organic
13601633,2025-11-29 00:00:00,,Organic
13577468,2025-11-18 00:00:00,,Organic
12915660,2025-04-13 00:00:00,,Paid Ads
13511183,2025-10-25 00:00:00,,Organic
13098864,2025-05-28 00:00:00,crypto,Paid Ads
12880552,2025-04-06 00:00:00,,Organic
13350816,2025-08-26 00:00:00,,Organic
13027061,2025-05-10 00:00:00,crypto,Paid Ads
13654040,2025-12-25 00:00:00,crypto,Organic
13384624,2025-09-16 00:00:00,,Organic
12684562,2025-01-22 00:00:00,,Organic
13053956,2025-05-16 00:00:00,,Paid Ads
12873854,2025-04-04 00:00:00,gss,Organic
12982271,2025-04-27 00:00:00,,Paid Ads
12737855,2025-02-11 00:00:00,,Organic
12917663,2025-04-13 00:00:00,gss,Organic
13663579,2025-12-28 00:00:00,,Others
13536712,2025-11-03 00:00:00,,Paid Ads
