user_id,event_timestamp,asset_class,feature_name,mixpanel_event
13302667,2025-10-01 00:00:00,crypto,trade,trade_executed
12909087,2025-10-01 00:00:00,crypto,trade,trade_executed
13580432,2025-10-01 00:00:00,crypto,trade,trade_executed
13245849,2025-10-01 00:00:00,fx,trade,trade_executed
13164352,2025-10-01 00:00:00,gss,trade,trade_executed
13606996,2025-10-01 00:00:00,crypto,trade,trade_executed
12755561,2025-10-01 00:00:00,crypto,trade,trade_executed
12845661,2025-10-01 00:00:00,crypto,trade,trade_executed
13569459,2025-10-01 00:00:00,options,trade,trade_executed
13241409,2025-10-01 00:00:00,crypto,trade,trade_executed
12818730,2025-10-01 00:00:00,crypto,trade,trade_executed
13419056,2025-10-01 00:00:00,gss,trade,trade_executed
12701539,2025-10-01 00:00:00,crypto,trade,trade_executed
12871892,2025-10-01 00:00:00,gold,trade,trade_executed
13574777,2025-10-01 00:00:00,gss,trade,trade_executed
12810810,2025-10-01 00:00:00,crypto,trade,trade_executed
13307126,2025-10-01 00:00:00,gold,trade,trade_executed
13459011,2025-10-01 00:00:00,gss,trade,trade_executed
13571051,2025-10-01 00:00:00,gss,trade,trade_executed
13112799,2025-10-01 00:00:00,fx,trade,trade_executed
12920290,2025-10-01 00:00:00,fx,trade,trade_executed
13502196,2025-10-01 00:00:00,crypto,trade,trade_executed
12853600,2025-10-01 00:00:00,crypto,trade,trade_executed
12725352,2025-10-01 00:00:00,fx,trade,trade_executed
12985856,2025-10-01 00:00:00,fx,trade,trade_executed
13225355,2025-10-01 00:00:00,crypto,trade,trade_executed
12667879,2025-10-01 00:00:00,gold,trade,trade_executed
13196007,2025-10-01 00:00:00,crypto,trade,trade_executed
13333414,2025-10-01 00:00:00,crypto,trade,trade_executed
13157877,2025-10-01 00:00:00,gss,trade,trade_executed
13494940,2025-10-01 00:00:00,gold,trade,trade_executed
12695473,2025-10-01 00:00:00,gold,trade,trade_executed
12737082,2025-10-01 00:00:00,crypto,trade,trade_executed
13014170,2025-10-01 00:00:00,crypto,trade,trade_executed
13338272,2025-10-01 00:00:00,crypto,trade,trade_executed
12814467,2025-10-01 00:00:00,crypto,trade,trade_executed
13001924,2025-10-01 00:00:00,crypto,trade,trade_executed
12721537,2025-10-01 00:00:00,gold,trade,trade_executed
13629847,2025-10-01 00:00:00,gold,trade,trade_executed
13398648,2025-10-01 00:00:00,gold,trade,trade_executed
13632403,2025-10-01 00:00:00,gss,trade,trade_executed
13520795,2025-10-01 00:00:00,crypto,trade,trade_executed
13179790,2025-10-01 00:00:00,crypto,trade,trade_executed
12662747,2025-10-01 00:00:00,gss,trade,trade_executed
13577073,2025-10-01 00:00:00,crypto,trade,trade_executed
13574203,2025-10-01 00:00:00,crypto,trade,trade_executed
13020407,2025-10-01 00:00:00,gss,trade,trade_executed
12664386,2025-10-01 00:00:00,crypto,trade,trade_executed
12887444,2025-10-01 00:00:00,crypto,trade,trade_executed
13061837,2025-10-01 00:00:00,crypto,trade,trade_executed
13671548,2025-10-01 00:00:00,gold,trade,trade_executed
13159417,2025-10-01 00:00:00,fx,trade,trade_executed
13107716,2025-10-01 00:00:00,fx,trade,trade_executed
13425518,2025-10-01 00:00:00,crypto,trade,trade_executed
13596753,2025-10-01 00:00:00,fx,trade,trade_executed
13554432,2025-10-01 00:00:00,fx,trade,trade_executed
12807311,2025-10-01 00:00:00,crypto,trade,trade_executed
12650714,2025-10-01 00:00:00,crypto,trade,trade_executed
13058898,2025-10-01 00:00:00,gss,trade,trade_executed
13324773,2025-10-01 00:00:00,crypto,trade,trade_executed
13326291,2025-10-01 00:00:00,gold,trade,trade_executed
13647553,2025-10-01 00:00:00,crypto,trade,trade_executed
12732068,2025-10-01 00:00:00,fx,trade,trade_executed
13328105,2025-10-01 00:00:00,crypto,trade,trade_executed
12863474,2025-10-01 00:00:00,crypto,trade,trade_executed
13383413,2025-10-01 00:00:00,fx,trade,trade_executed
13127211,2025-10-01 00:00:00,crypto,trade,trade_executed
13552236,2025-10-01 00:00:00,gss,trade,trade_executed
13075372,2025-10-01 00:00:00,gold,trade,trade_executed
13348207,2025-10-01 00:00:00,gold,trade,trade_executed
12843903,2025-10-01 00:00:00,gss,trade,trade_executed
12769122,2025-10-01 00:00:00,crypto,trade,trade_executed
13574790,2025-10-01 00:00:00,crypto,trade,trade_executed
12940690,2025-10-01 00:00:00,crypto,trade,trade_executed
12925670,2025-10-01 00:00:00,crypto,trade,trade_executed
13628247,2025-10-01 00:00:00,crypto,trade,trade_executed
13163411,2025-10-01 00:00:00,gold,trade,trade_executed
12865306,2025-10-01 00:00:00,crypto,trade,trade_executed
13636339,2025-10-01 00:00:00,fx,trade,trade_executed
12670046,2025-10-01 00:00:00,crypto,trade,trade_executed
13155760,2025-10-01 00:00:00,crypto,trade,trade_executed
13437843,2025-10-01 00:00:00,gold,trade,trade_executed
13012496,2025-10-01 00:00:00,gss,trade,trade_executed
12781118,2025-10-01 00:00:00,crypto,trade,trade_executed
12857548,2025-10-01 00:00:00,fx,trade,trade_executed
13204488,2025-10-01 00:00:00,crypto,trade,trade_executed
12929185,2025-10-01 00:00:00,gold,trade,trade_executed
13474159,2025-10-01 00:00:00,crypto,trade,trade_executed
13644666,2025-10-01 00:00:00,crypto,trade,trade_executed
13036304,2025-10-01 00:00:00,crypto,trade,trade_executed
12762671,2025-10-01 00:00:00,crypto,trade,trade_executed
13499954,2025-10-01 00:00:00,crypto,trade,trade_executed
12799658,2025-10-01 00:00:00,crypto,trade,trade_executed
13605780,2025-10-01 00:00:00,crypto,trade,trade_executed
13140087,2025-10-01 00:00:00,gold,trade,trade_executed
12882888,2025-10-01 00:00:00,gold,trade,trade_executed
12886222,2025-10-01 00:00:00,crypto,trade,trade_executed
12878252,2025-10-01 00:00:00,crypto,trade,trade_executed
13036037,2025-10-01 00:00:00,fx,trade,trade_executed
13421355,2025-10-01 00:00:00,gss,trade,trade_executed
12977534,2025-10-01 00:00:00,crypto,trade,trade_executed
12991070,2025-10-01 00:00:00,gold,trade,trade_executed
13663223,2025-10-01 00:00:00,gold,trade,trade_executed
13078977,2025-10-01 00:00:00,gss,trade,trade_executed
13573461,2025-10-01 00:00:00,gold,trade,trade_executed
12785970,2025-10-01 00:00:00,crypto,trade,trade_executed
12855530,2025-10-01 00:00:00,crypto,trade,trade_executed
12943630,2025-10-01 00:00:00,crypto,trade,trade_executed
13037094,2025-10-01 00:00:00,gss,trade,trade_executed
13302177,2025-10-01 00:00:00,crypto,trade,trade_executed
13263934,2025-10-01 00:00:00,crypto,trade,trade_executed
12926264,2025-10-01 00:00:00,crypto,trade,trade_executed
13091406,2025-10-01 00:00:00,crypto,trade,trade_executed
13531955,2025-10-01 00:00:00,crypto,trade,trade_executed
13238045,2025-10-01 00:00:00,gss,trade,trade_executed
13320435,2025-10-01 00:00:00,options,trade,trade_executed
12783090,2025-10-01 00:00:00,gss,trade,trade_executed
13240106,2025-10-01 00:00:00,options,trade,trade_executed
12666688,2025-10-01 00:00:00,crypto,trade,trade_executed
13402281,2025-10-01 00:00:00,crypto,trade,trade_executed
13492271,2025-10-01 00:00:00,gss,trade,trade_executed
13012772,2025-10-01 00:00:00,gss,trade,trade_executed
13523808,2025-10-01 00:00:00,crypto,trade,trade_executed
13288420,2025-10-01 00:00:00,crypto,trade,trade_executed
12756438,2025-10-01 00:00:00,crypto,trade,trade_executed
13494925,2025-10-01 00:00:00,options,trade,trade_executed
13290576,2025-10-01 00:00:00,crypto,trade,trade_executed
13394856,2025-10-01 00:00:00,gold,trade,trade_executed
13064629,2025-10-01 00:00:00,gss,trade,trade_executed
12718250,2025-10-01 00:00:00,crypto,trade,trade_executed
13260854,2025-10-01 00:00:00,options,trade,trade_executed
13471376,2025-10-01 00:00:00,fx,trade,trade_executed
13499350,2025-10-01 00:00:00,gold,trade,trade_executed
13664944,2025-10-01 00:00:00,crypto,trade,trade_executed
13310227,2025-10-01 00:00:00,gold,trade,trade_executed
12793352,2025-10-01 00:00:00,gss,trade,trade_executed
13150749,2025-10-01 00:00:00,crypto,trade,trade_executed
13114180,2025-10-01 00:00:00,gss,trade,trade_executed
12811791,2025-10-01 00:00:00,gold,trade,trade_executed
13396557,2025-10-01 00:00:00,gss,trade,trade_executed
13161716,2025-10-01 00:00:00,crypto,trade,trade_executed
13053142,2025-10-01 00:00:00,gss,trade,trade_executed
13247479,2025-10-01 00:00:00,crypto,trade,trade_executed
13661284,2025-10-01 00:00:00,gold,trade,trade_executed
13606597,2025-10-01 00:00:00,crypto,trade,trade_executed
13211758,2025-10-01 00:00:00,crypto,trade,trade_executed
13492054,2025-10-01 00:00:00,gold,trade,trade_executed
13395946,2025-10-01 00:00:00,crypto,trade,trade_executed
13022327,2025-10-01 00:00:00,crypto,trade,trade_executed
13592903,2025-10-01 00:00:00,gold,trade,trade_executed
13163177,2025-10-01 00:00:00,gold,trade,trade_executed
13173085,2025-10-01 00:00:00,crypto,trade,trade_executed
13571065,2025-10-01 00:00:00,gold,trade,trade_executed
12746531,2025-10-01 00:00:00,gold,trade,trade_executed
13477655,2025-10-01 00:00:00,gss,trade,trade_executed
13003581,2025-10-01 00:00:00,fx,trade,trade_executed
13586337,2025-10-01 00:00:00,crypto,trade,trade_executed
13455063,2025-10-01 00:00:00,crypto,trade,trade_executed
12669007,2025-10-01 00:00:00,gss,trade,trade_executed
12954935,2025-10-01 00:00:00,gold,trade,trade_executed
13590727,2025-10-01 00:00:00,gold,trade,trade_executed
13401566,2025-10-01 00:00:00,gold,trade,trade_executed
12791108,2025-10-01 00:00:00,crypto,trade,trade_executed
13116450,2025-10-01 00:00:00,crypto,trade,trade_executed
12935548,2025-10-01 00:00:00,crypto,trade,trade_executed
13207345,2025-10-01 00:00:00,options,trade,trade_executed
13082200,2025-10-01 00:00:00,crypto,trade,trade_executed
13577532,2025-10-01 00:00:00,crypto,trade,trade_executed
12846424,2025-10-01 00:00:00,crypto,trade,trade_executed
12663899,2025-10-01 00:00:00,crypto,trade,trade_executed
13534002,2025-10-01 00:00:00,options,trade,trade_executed
13618720,2025-10-01 00:00:00,gss,trade,trade_executed
13568467,2025-10-01 00:00:00,gold,trade,trade_executed
13133647,2025-10-01 00:00:00,crypto,trade,trade_executed
12749829,2025-10-01 00:00:00,options,trade,trade_executed
13376758,2025-10-01 00:00:00,gold,trade,trade_executed
12705420,2025-10-01 00:00:00,gold,trade,trade_executed
13671160,2025-10-01 00:00:00,gold,trade,trade_executed
13421791,2025-10-01 00:00:00,crypto,trade,trade_executed
12786234,2025-10-01 00:00:00,gss,trade,trade_executed
12697692,2025-10-01 00:00:00,crypto,trade,trade_executed
13459024,2025-10-01 00:00:00,gold,trade,trade_executed
13328554,2025-10-01 00:00:00,crypto,trade,trade_executed
13346531,2025-10-01 00:00:00,crypto,trade,trade_executed
13517745,2025-10-01 00:00:00,fx,trade,trade_executed
13313652,2025-10-01 00:00:00,crypto,trade,trade_executed
13363638,2025-10-01 00:00:00,fx,trade,trade_executed
13245104,2025-10-01 00:00:00,crypto,trade,trade_executed
13534476,2025-10-01 00:00:00,crypto,trade,trade_executed
13009190,2025-10-01 00:00:00,crypto,trade,trade_executed
13524205,2025-10-01 00:00:00,crypto,trade,trade_executed
13034615,2025-10-01 00:00:00,gold,trade,trade_executed
13137913,2025-10-01 00:00:00,gold,trade,trade_executed
12937181,2025-10-01 00:00:00,gss,trade,trade_executed
13475753,2025-10-01 00:00:00,crypto,trade,trade_executed
12674445,2025-10-01 00:00:00,gold,trade,trade_executed
13028194,2025-10-01 00:00:00,crypto,trade,trade_executed
13266422,2025-10-01 00:00:00,crypto,trade,trade_executed
12893484,2025-10-01 00:00:00,gss,trade,trade_executed
13047226,2025-10-01 00:00:00,gold,trade,trade_executed
12820731,2025-10-01 00:00:00,fx,trade,trade_executed
13570376,2025-10-01 00:00:00,options,trade,trade_executed
12889120,2025-10-01 00:00:00,crypto,trade,trade_executed
13237647,2025-10-01 00:00:00,crypto,trade,trade_executed
12646850,2025-10-01 00:00:00,fx,trade,trade_executed
12910149,2025-10-01 00:00:00,crypto,trade,trade_executed
13439396,2025-10-01 00:00:00,crypto,trade,trade_executed
12795600,2025-10-01 00:00:00,crypto,trade,trade_executed
12755281,2025-10-01 00:00:00,options,trade,trade_executed
12923990,2025-10-01 00:00:00,crypto,trade,trade_executed
12897737,2025-10-01 00:00:00,crypto,trade,trade_executed
13500468,2025-10-01 00:00:00,fx,trade,trade_executed
13158781,2025-10-01 00:00:00,crypto,trade,trade_executed
12926106,2025-10-01 00:00:00,crypto,trade,trade_executed
12661049,2025-10-01 00:00:00,crypto,trade,trade_executed
13488434,2025-10-01 00:00:00,gold,trade,trade_executed
13378226,2025-10-01 00:00:00,gold,trade,trade_executed
13200701,2025-10-01 00:00:00,crypto,trade,trade_executed
13574466,2025-10-01 00:00:00,crypto,trade,trade_executed
13137266,2025-10-01 00:00:00,crypto,trade,trade_executed
12646832,2025-10-01 00:00:00,crypto,trade,trade_executed
12665035,2025-10-01 00:00:00,gold,trade,trade_executed
13197910,2025-10-01 00:00:00,gss,trade,trade_executed
13154954,2025-10-01 00:00:00,gold,trade,trade_executed
13170626,2025-10-01 00:00:00,gss,trade,trade_executed
12825397,2025-10-01 00:00:00,gss,trade,trade_executed
13368688,2025-10-01 00:00:00,crypto,trade,trade_executed
12965686,2025-10-01 00:00:00,crypto,trade,trade_executed
13122444,2025-10-01 00:00:00,gold,trade,trade_executed
13106206,2025-10-01 00:00:00,gold,trade,trade_executed
12829590,2025-10-01 00:00:00,crypto,trade,trade_executed
13407484,2025-10-01 00:00:00,gold,trade,trade_executed
13516652,2025-10-01 00:00:00,gss,trade,trade_executed
12650831,2025-10-01 00:00:00,crypto,trade,trade_executed
12679038,2025-10-01 00:00:00,gss,trade,trade_executed
12832946,2025-10-01 00:00:00,crypto,trade,trade_executed
13231715,2025-10-01 00:00:00,gold,trade,trade_executed
12934147,2025-10-01 00:00:00,crypto,trade,trade_executed
13351430,2025-10-01 00:00:00,options,trade,trade_executed
13277899,2025-10-01 00:00:00,crypto,trade,trade_executed
13641078,2025-10-01 00:00:00,gold,trade,trade_executed
13125025,2025-10-01 00:00:00,gold,trade,trade_executed
13212272,2025-10-01 00:00:00,fx,trade,trade_executed
13286541,2025-10-01 00:00:00,crypto,trade,trade_executed
12978301,2025-10-01 00:00:00,crypto,trade,trade_executed
12703332,2025-10-01 00:00:00,crypto,trade,trade_executed
13081810,2025-10-01 00:00:00,options,trade,trade_executed
13613585,2025-10-01 00:00:00,crypto,trade,trade_executed
13172728,2025-10-01 00:00:00,gss,trade,trade_executed
13215383,2025-10-01 00:00:00,crypto,trade,trade_executed
12821899,2025-10-01 00:00:00,gold,trade,trade_executed
12836494,2025-10-01 00:00:00,crypto,trade,trade_executed
13365168,2025-10-01 00:00:00,gss,trade,trade_executed
13577676,2025-10-01 00:00:00,crypto,trade,trade_executed
13588602,2025-10-01 00:00:00,gss,trade,trade_executed
13049310,2025-10-01 00:00:00,crypto,trade,trade_executed
12845910,2025-10-01 00:00:00,crypto,trade,trade_executed
12903687,2025-10-01 00:00:00,crypto,trade,trade_executed
13293315,2025-10-01 00:00:00,fx,trade,trade_executed
13613892,2025-10-01 00:00:00,crypto,trade,trade_executed
12823644,2025-10-01 00:00:00,gss,trade,trade_executed
13513503,2025-10-01 00:00:00,crypto,trade,trade_executed
12782106,2025-10-01 00:00:00,crypto,trade,trade_executed
12745305,2025-10-01 00:00:00,gold,trade,trade_executed
13405239,2025-10-01 00:00:00,fx,trade,trade_executed
13385216,2025-10-01 00:00:00,fx,trade,trade_executed
12967494,2025-10-01 00:00:00,gold,trade,trade_executed
13106958,2025-10-01 00:00:00,gss,trade,trade_executed
12892180,2025-10-01 00:00:00,gss,trade,trade_executed
13243917,2025-10-01 00:00:00,gold,trade,trade_executed
13104879,2025-10-01 00:00:00,crypto,trade,trade_executed
12841419,2025-10-01 00:00:00,fx,trade,trade_executed
12988761,2025-10-01 00:00:00,crypto,trade,trade_executed
12872112,2025-10-01 00:00:00,gss,trade,trade_executed
13067118,2025-10-01 00:00:00,gold,trade,trade_executed
13065146,2025-10-01 00:00:00,gss,trade,trade_executed
13222522,2025-10-01 00:00:00,gss,trade,trade_executed
13524967,2025-10-01 00:00:00,gss,trade,trade_executed
12766821,2025-10-01 00:00:00,crypto,trade,trade_executed
12782258,2025-10-01 00:00:00,crypto,trade,trade_executed
13126023,2025-10-01 00:00:00,gold,trade,trade_executed
12909770,2025-10-01 00:00:00,gold,trade,trade_executed
13181771,2025-10-01 00:00:00,gss,trade,trade_executed
12836494,2025-10-01 00:00:00,gold,trade,trade_executed
13025523,2025-10-01 00:00:00,crypto,trade,trade_executed
12747035,2025-10-01 00:00:00,crypto,trade,trade_executed
13418598,2025-10-01 00:00:00,gold,trade,trade_executed
13438822,2025-10-01 00:00:00,crypto,trade,trade_executed
13078977,2025-10-01 00:00:00,fx,trade,trade_executed
13240576,2025-10-01 00:00:00,gss,trade,trade_executed
13002770,2025-10-01 00:00:00,gss,trade,trade_executed
13565307,2025-10-01 00:00:00,gold,trade,trade_executed
13501012,2025-10-01 00:00:00,crypto,trade,trade_executed
13511151,2025-10-01 00:00:00,gss,trade,trade_executed
13523239,2025-10-01 00:00:00,gold,trade,trade_executed
13305571,2025-10-01 00:00:00,crypto,trade,trade_executed
12722775,2025-10-01 00:00:00,gss,trade,trade_executed
12849708,2025-10-01 00:00:00,gss,trade,trade_executed
12749106,2025-10-01 00:00:00,crypto,trade,trade_executed
13435983,2025-10-01 00:00:00,crypto,trade,trade_executed
12724496,2025-10-01 00:00:00,crypto,trade,trade_executed
13574450,2025-10-01 00:00:00,crypto,trade,trade_executed
13191824,2025-10-01 00:00:00,gss,trade,trade_executed
12705467,2025-10-01 00:00:00,gold,trade,trade_executed
13443373,2025-10-01 00:00:00,gold,trade,trade_executed
13636568,2025-10-01 00:00:00,fx,trade,trade_executed
13484727,2025-10-01 00:00:00,crypto,trade,trade_executed
12669791,2025-10-01 00:00:00,gold,trade,trade_executed
12828364,2025-10-01 00:00:00,crypto,trade,trade_executed
13394856,2025-10-01 00:00:00,options,trade,trade_executed
12731403,2025-10-01 00:00:00,crypto,trade,trade_executed
13190468,2025-10-01 00:00:00,crypto,trade,trade_executed
12977790,2025-10-01 00:00:00,crypto,trade,trade_executed
13338333,2025-10-01 00:00:00,crypto,trade,trade_executed
13654040,2025-10-01 00:00:00,gold,trade,trade_executed
12793119,2025-10-01 00:00:00,crypto,trade,trade_executed
12723803,2025-10-01 00:00:00,fx,trade,trade_executed
13625237,2025-10-01 00:00:00,gold,trade,trade_executed
12654821,2025-10-01 00:00:00,crypto,trade,trade_executed
12863575,2025-10-01 00:00:00,crypto,trade,trade_executed
13009862,2025-10-01 00:00:00,fx,trade,trade_executed
13588181,2025-10-01 00:00:00,crypto,trade,trade_executed
13097596,2025-10-01 00:00:00,crypto,trade,trade_executed
13006707,2025-10-01 00:00:00,crypto,trade,trade_executed
13463803,2025-10-01 00:00:00,fx,trade,trade_executed
13484321,2025-10-01 00:00:00,gss,trade,trade_executed
13543874,2025-10-01 00:00:00,gold,trade,trade_executed
13523539,2025-10-01 00:00:00,crypto,trade,trade_executed
12751081,2025-10-01 00:00:00,gold,trade,trade_executed
13456689,2025-10-01 00:00:00,crypto,trade,trade_executed
13449097,2025-10-01 00:00:00,crypto,trade,trade_executed
13527364,2025-10-01 00:00:00,crypto,trade,trade_executed
13480585,2025-10-01 00:00:00,crypto,trade,trade_executed
12978342,2025-10-01 00:00:00,gold,trade,trade_executed
13465594,2025-10-01 00:00:00,crypto,trade,trade_executed
12729129,2025-10-01 00:00:00,gold,trade,trade_executed
13083072,2025-10-01 00:00:00,gss,trade,trade_executed
13436893,2025-10-01 00:00:00,crypto,trade,trade_executed
13657024,2025-10-01 00:00:00,gold,trade,trade_executed
12646850,2025-10-01 00:00:00,crypto,trade,trade_executed
12670046,2025-10-01 00:00:00,gold,trade,trade_executed
12850496,2025-10-01 00:00:00,crypto,trade,trade_executed
13515869,2025-10-01 00:00:00,gold,trade,trade_executed
13325416,2025-10-01 00:00:00,gold,trade,trade_executed
13556758,2025-10-01 00:00:00,gold,trade,trade_executed
12703658,2025-10-01 00:00:00,crypto,trade,trade_executed
12716456,2025-10-01 00:00:00,crypto,trade,trade_executed
12994631,2025-10-01 00:00:00,crypto,trade,trade_executed
13052554,2025-10-01 00:00:00,gold,trade,trade_executed
13004409,2025-10-01 00:00:00,gold,trade,trade_executed
13629922,2025-10-01 00:00:00,crypto,trade,trade_executed
13104796,2025-10-01 00:00:00,crypto,trade,trade_executed
13053720,2025-10-01 00:00:00,gold,trade,trade_executed
12660765,2025-10-01 00:00:00,crypto,trade,trade_executed
12962399,2025-10-01 00:00:00,fx,trade,trade_executed
13428435,2025-10-01 00:00:00,crypto,trade,trade_executed
13210950,2025-10-01 00:00:00,crypto,trade,trade_executed
13142665,2025-10-01 00:00:00,gss,trade,trade_executed
13407657,2025-10-01 00:00:00,crypto,trade,trade_executed
12750708,2025-10-01 00:00:00,crypto,trade,trade_executed
13031769,2025-10-01 00:00:00,fx,trade,trade_executed
13555318,2025-10-01 00:00:00,gss,trade,trade_executed
13492715,2025-10-01 00:00:00,gss,trade,trade_executed
13523957,2025-10-01 00:00:00,crypto,trade,trade_executed
13151075,2025-10-01 00:00:00,crypto,trade,trade_executed
13128454,2025-10-01 00:00:00,gss,trade,trade_executed
13452683,2025-10-01 00:00:00,gold,trade,trade_executed
13139264,2025-10-01 00:00:00,gold,trade,trade_executed
13244161,2025-10-01 00:00:00,crypto,trade,trade_executed
13375668,2025-10-01 00:00:00,crypto,trade,trade_executed
13352613,2025-10-01 00:00:00,gold,trade,trade_executed
13130851,2025-10-01 00:00:00,fx,trade,trade_executed
13064029,2025-10-01 00:00:00,gss,trade,trade_executed
13406043,2025-10-01 00:00:00,gss,trade,trade_executed
13275747,2025-10-01 00:00:00,gold,trade,trade_executed
13331786,2025-10-01 00:00:00,crypto,trade,trade_executed
12724327,2025-10-01 00:00:00,gold,trade,trade_executed
13613486,2025-10-01 00:00:00,crypto,trade,trade_executed
13154842,2025-10-01 00:00:00,crypto,trade,trade_executed
13068988,2025-10-01 00:00:00,gold,trade,trade_executed
12953378,2025-10-01 00:00:00,options,trade,trade_executed
13570536,2025-10-01 00:00:00,gold,trade,trade_executed
13125025,2025-10-01 00:00:00,gss,trade,trade_executed
13646481,2025-10-01 00:00:00,gss,trade,trade_executed
13511687,2025-10-01 00:00:00,gold,trade,trade_executed
12686573,2025-10-01 00:00:00,crypto,trade,trade_executed
13310288,2025-10-01 00:00:00,crypto,trade,trade_executed
13463956,2025-10-01 00:00:00,gold,trade,trade_executed
13470835,2025-10-01 00:00:00,crypto,trade,trade_executed
13319278,2025-10-01 00:00:00,crypto,trade,trade_executed
12928081,2025-10-01 00:00:00,gold,trade,trade_executed
12848450,2025-10-01 00:00:00,fx,trade,trade_executed
12807294,2025-10-01 00:00:00,gss,trade,trade_executed
13346932,2025-10-01 00:00:00,gss,trade,trade_executed
13649849,2025-10-01 00:00:00,crypto,trade,trade_executed
12855908,2025-10-01 00:00:00,crypto,trade,trade_executed
13664772,2025-10-01 00:00:00,fx,trade,trade_executed
12949895,2025-10-01 00:00:00,crypto,trade,trade_executed
