user_id,month,aum_usd,aum_idr
12671267,2025-10-01 00:00:00,2138.5,34857550
13537510,2025-10-01 00:00:00,73.63,1200169
12801462,2025-10-01 00:00:00,791.15,12895745
13451483,2025-10-01 00:00:00,66.94,1091122
13592097,2025-10-01 00:00:00,835.22,13614086
13109076,2025-10-01 00:00:00,217.19,3540197
12687790,2025-10-01 00:00:00,170.61,2780943
13383953,2025-10-01 00:00:00,164.01,2673363
12689792,2025-10-01 00:00:00,2243.04,36561552
13116365,2025-10-01 00:00:00,48.29,787127
13340441,2025-10-01 00:00:00,435.32,7095716
12896377,2025-10-01 00:00:00,608.67,9921321
13063654,2025-10-01 00:00:00,412.35,6721305
13257138,2025-10-01 00:00:00,169.26,2758938
12660743,2025-10-01 00:00:00,413.6,6741680
12699003,2025-10-01 00:00:00,54.2,883460
13604219,2025-10-01 00:00:00,5121.03,83472789
13065961,2025-10-01 00:00:00,1242.5,20252750
12761805,2025-10-01 00:00:00,1026,16723800
13326156,2025-10-01 00:00:00,94.18,1535134
12806612,2025-10-01 00:00:00,1351.95,22036785
12926106,2025-10-01 00:00:00,742.71,12106173
13159110,2025-10-01 00:00:00,41.23,672049
13573558,2025-10-01 00:00:00,263.69,4298147
13122546,2025-10-01 00:00:00,261.2,4257560
12873854,2025-10-01 00:00:00,95.25,1552575
12776115,2025-10-01 00:00:00,121.81,1985503
13522228,2025-10-01 00:00:00,1604.25,26149275
13633476,2025-10-01 00:00:00,1560.75,25440225
13565600,2025-10-01 00:00:00,225.63,3677769
13064629,2025-10-01 00:00:00,1057.69,17240347
12818690,2025-10-01 00:00:00,7127.73,116181999
12733349,2025-10-01 00:00:00,150.59,2454617
13187180,2025-10-01 00:00:00,170.88,2785344
13382589,2025-10-01 00:00:00,126.79,2066677
13292653,2025-10-01 00:00:00,212.47,3463261
13582640,2025-10-01 00:00:00,527.31,8595153
13260114,2025-10-01 00:00:00,94.37,1538231
13372270,2025-10-01 00:00:00,13.56,221028
12701513,2025-10-01 00:00:00,283.49,4620887
13074611,2025-10-01 00:00:00,2263.04,36887552
13031657,2025-10-01 00:00:00,1478.55,24100365
12959192,2025-10-01 00:00:00,192.84,3143292
13287375,2025-10-01 00:00:00,726.2,11837060
13186723,2025-10-01 00:00:00,68.33,1113779
13491681,2025-10-01 00:00:00,1990.07,32438141
13097849,2025-10-01 00:00:00,4854.54,79129002
13034740,2025-10-01 00:00:00,79.51,1296013
13471703,2025-10-01 00:00:00,69.56,1133828
13224849,2025-10-01 00:00:00,957.07,15600241
13567067,2025-10-01 00:00:00,15.31,249553
13506759,2025-10-01 00:00:00,2377.6,38754880
12806912,2025-10-01 00:00:00,6.43,104809
12800459,2025-10-01 00:00:00,2275.41,37089183
12863411,2025-10-01 00:00:00,247.36,4031968
13280697,2025-10-01 00:00:00,323.38,5271094
13277448,2025-10-01 00:00:00,6.03,98289
13548649,2025-10-01 00:00:00,1842.65,30035195
13107680,2025-10-01 00:00:00,47.14,768382
13136528,2025-10-01 00:00:00,199.22,3247286
13475836,2025-10-01 00:00:00,547.47,8923761
13351199,2025-10-01 00:00:00,144.41,2353883
12915282,2025-10-01 00:00:00,345.57,5632791
13002128,2025-10-01 00:00:00,282.82,4609966
12936385,2025-10-01 00:00:00,871.84,14210992
13421459,2025-10-01 00:00:00,502.53,8191239
13547650,2025-10-01 00:00:00,893.01,14556063
13517785,2025-10-01 00:00:00,351.62,5731406
12867943,2025-10-01 00:00:00,3791.85,61807155
13044431,2025-10-01 00:00:00,51461.66,838825058
12966151,2025-10-01 00:00:00,395.13,6440619
13451296,2025-10-01 00:00:00,134.19,2187297
13247077,2025-10-01 00:00:00,29.14,474982
13066708,2025-10-01 00:00:00,278.98,4547374
13253583,2025-10-01 00:00:00,1783.3,29067790
12786428,2025-10-01 00:00:00,94.33,1537579
13611961,2025-10-01 00:00:00,8983.86,146436918
13019703,2025-10-01 00:00:00,28.2,459660
13595170,2025-10-01 00:00:00,307.18,5007034
13107291,2025-10-01 00:00:00,156.15,2545245
13627279,2025-10-01 00:00:00,73.87,1204081
12663691,2025-10-01 00:00:00,518.62,8453506
13590229,2025-10-01 00:00:00,264.19,4306297
12859816,2025-10-01 00:00:00,815.93,13299659
13090605,2025-10-01 00:00:00,4095.98,66764474
12723277,2025-10-01 00:00:00,101.01,1646463
13443228,2025-10-01 00:00:00,3597.97,58646911
12871080,2025-10-01 00:00:00,157.69,2570347
12699788,2025-10-01 00:00:00,73.62,1200006
13533624,2025-10-01 00:00:00,126.56,2062928
13021554,2025-10-01 00:00:00,42.69,695847
12901078,2025-10-01 00:00:00,1274.73,20778099
12683919,2025-10-01 00:00:00,1346.34,21945342
12696252,2025-10-01 00:00:00,187.57,3057391
12660189,2025-10-01 00:00:00,1469.47,23952361
13115728,2025-10-01 00:00:00,89.99,1466837
13021672,2025-10-01 00:00:00,2244.99,36593337
12957455,2025-10-01 00:00:00,160.82,2621366
12732276,2025-10-01 00:00:00,111.6,1819080
12682063,2025-10-01 00:00:00,1158.99,18891537
13524982,2025-10-01 00:00:00,389.7,6352110
13481751,2025-10-01 00:00:00,104.09,1696667
13168117,2025-10-01 00:00:00,21.18,345234
12979096,2025-10-01 00:00:00,82.85,1350455
13281749,2025-10-01 00:00:00,197.97,3226911
12751387,2025-10-01 00:00:00,238.96,3895048
13050899,2025-10-01 00:00:00,157.62,2569206
13414995,2025-10-01 00:00:00,36.52,595276
13290984,2025-10-01 00:00:00,484.45,7896535
13228277,2025-10-01 00:00:00,179.67,2928621
12660992,2025-10-01 00:00:00,278.13,4533519
13407648,2025-10-01 00:00:00,2528.67,41217321
13500988,2025-10-01 00:00:00,390.31,6362053
13374557,2025-10-01 00:00:00,77.07,1256241
13240047,2025-10-01 00:00:00,1030.6,16798780
12831138,2025-10-01 00:00:00,8736.89,142411307
12764794,2025-10-01 00:00:00,2942.72,47966336
13632250,2025-10-01 00:00:00,1088.33,17739779
13501954,2025-10-01 00:00:00,159.91,2606533
13226346,2025-10-01 00:00:00,2924.45,47668535
12925217,2025-10-01 00:00:00,4169.41,67961383
13128007,2025-10-01 00:00:00,293.42,4782746
13618824,2025-10-01 00:00:00,40.48,659824
13600584,2025-10-01 00:00:00,420.48,6853824
13037480,2025-10-01 00:00:00,177.06,2886078
12866333,2025-10-01 00:00:00,532.36,8677468
13054356,2025-10-01 00:00:00,752.12,12259556
13350853,2025-10-01 00:00:00,1398.08,22788704
13085107,2025-10-01 00:00:00,113.11,1843693
13656742,2025-10-01 00:00:00,90.98,1482974
13261948,2025-10-01 00:00:00,8.84,144092
12661633,2025-10-01 00:00:00,1131.57,18444591
13153833,2025-10-01 00:00:00,417.45,6804435
12901996,2025-10-01 00:00:00,264.86,4317218
13503538,2025-10-01 00:00:00,237.87,3877281
12923182,2025-10-01 00:00:00,24.22,394786
13591761,2025-10-01 00:00:00,569.2,9277960
13565590,2025-10-01 00:00:00,349.93,5703859
13383027,2025-10-01 00:00:00,381.23,6214049
13400068,2025-10-01 00:00:00,117.86,1921118
13201505,2025-10-01 00:00:00,1227.96,20015748
13205044,2025-10-01 00:00:00,227.99,3716237
12660588,2025-10-01 00:00:00,249.4,4065220
13181277,2025-10-01 00:00:00,100.63,1640269
13282549,2025-10-01 00:00:00,2846.22,46393386
12887414,2025-10-01 00:00:00,724.13,11803319
13372916,2025-10-01 00:00:00,31.06,506278
13358332,2025-10-01 00:00:00,24.71,402773
13513308,2025-10-01 00:00:00,45.28,738064
13471023,2025-10-01 00:00:00,2618.7,42684810
13317698,2025-10-01 00:00:00,613.5,10000050
13027960,2025-10-01 00:00:00,212.48,3463424
12823199,2025-10-01 00:00:00,147.65,2406695
13482395,2025-10-01 00:00:00,556.35,9068505
13242610,2025-10-01 00:00:00,94.12,1534156
13306400,2025-10-01 00:00:00,207.7,3385510
12682334,2025-10-01 00:00:00,443.37,7226931
13137777,2025-10-01 00:00:00,459.32,7486916
12851165,2025-10-01 00:00:00,1703.55,27767865
13235383,2025-10-01 00:00:00,203.83,3322429
13403884,2025-10-01 00:00:00,228.42,3723246
13349860,2025-10-01 00:00:00,87.88,1432444
12658352,2025-10-01 00:00:00,123.85,2018755
13186331,2025-10-01 00:00:00,195.44,3185672
13176031,2025-10-01 00:00:00,360.4,5874520
13334586,2025-10-01 00:00:00,460.65,7508595
13614735,2025-10-01 00:00:00,111.54,1818102
13317914,2025-10-01 00:00:00,1172.65,19114195
13213537,2025-10-01 00:00:00,697.87,11375281
13100219,2025-10-01 00:00:00,251.43,4098309
13303241,2025-10-01 00:00:00,537.84,8766792
12910380,2025-10-01 00:00:00,2946.07,48020941
13498826,2025-10-01 00:00:00,32.46,529098
12714698,2025-10-01 00:00:00,514.01,8378363
13087209,2025-10-01 00:00:00,688.88,11228744
13210840,2025-10-01 00:00:00,18.28,297964
13413493,2025-10-01 00:00:00,824.29,13435927
12727775,2025-10-01 00:00:00,209.63,3416969
12739105,2025-10-01 00:00:00,6027.07,98241241
12935077,2025-10-01 00:00:00,176.81,2882003
13159915,2025-10-01 00:00:00,1663.71,27118473
13315745,2025-10-01 00:00:00,84.34,1374742
13441699,2025-10-01 00:00:00,120.29,1960727
12834704,2025-10-01 00:00:00,54.72,891936
12655798,2025-10-01 00:00:00,658.62,10735506
13163232,2025-10-01 00:00:00,645.61,10523443
13276549,2025-10-01 00:00:00,12.16,198208
13061993,2025-10-01 00:00:00,109.27,1781101
12815333,2025-10-01 00:00:00,505.72,8243236
12788583,2025-10-01 00:00:00,97.39,1587457
13027444,2025-10-01 00:00:00,106.62,1737906
12650301,2025-10-01 00:00:00,1073.08,17491204
12908047,2025-10-01 00:00:00,345.68,5634584
13568787,2025-10-01 00:00:00,45.17,736271
13272321,2025-10-01 00:00:00,733.65,11958495
13600928,2025-10-01 00:00:00,1976.66,32219558
13012772,2025-10-01 00:00:00,1198.4,19533920
13349156,2025-10-01 00:00:00,149,2428700
12798365,2025-10-01 00:00:00,1243.62,20271006
12730718,2025-10-01 00:00:00,12256.08,199774104
12763934,2025-10-01 00:00:00,213.99,3488037
13158909,2025-10-01 00:00:00,29.08,474004
12673917,2025-10-01 00:00:00,689.93,11245859
13435449,2025-10-01 00:00:00,47.21,769523
13291151,2025-10-01 00:00:00,724.91,11816033
12714828,2025-10-01 00:00:00,83.12,1354856
13305048,2025-10-01 00:00:00,385.08,6276804
12647954,2025-10-01 00:00:00,8.69,141647
12660193,2025-10-01 00:00:00,161.87,2638481
12849708,2025-10-01 00:00:00,75.34,1228042
13201863,2025-10-01 00:00:00,288.71,4705973
13127536,2025-10-01 00:00:00,34.36,560068
12869180,2025-10-01 00:00:00,43.31,705953
13095070,2025-10-01 00:00:00,262.91,4285433
12772279,2025-10-01 00:00:00,128.1,2088030
13534400,2025-10-01 00:00:00,1001.87,16330481
13018341,2025-10-01 00:00:00,234.41,3820883
13398172,2025-10-01 00:00:00,136.79,2229677
13651111,2025-10-01 00:00:00,754.3,12295090
13114565,2025-10-01 00:00:00,138.95,2264885
13272712,2025-10-01 00:00:00,204.05,3326015
13550420,2025-10-01 00:00:00,388.56,6333528
13193339,2025-10-01 00:00:00,427.67,6971021
12653472,2025-10-01 00:00:00,5,81500
12790599,2025-10-01 00:00:00,32.73,533499
13572535,2025-10-01 00:00:00,105.1,1713130
12816514,2025-10-01 00:00:00,14.54,237002
13209863,2025-10-01 00:00:00,928.4,15132920
13333183,2025-10-01 00:00:00,114.64,1868632
13216391,2025-10-01 00:00:00,24.04,391852
13267492,2025-10-01 00:00:00,42.69,695847
13190459,2025-10-01 00:00:00,59.34,967242
12860271,2025-10-01 00:00:00,120.78,1968714
12771730,2025-10-01 00:00:00,317.16,5169708
13594365,2025-10-01 00:00:00,580.58,9463454
13386037,2025-10-01 00:00:00,137.95,2248585
13179125,2025-10-01 00:00:00,725.71,11829073
13550581,2025-10-01 00:00:00,229.19,3735797
13466098,2025-10-01 00:00:00,1801.98,29372274
12688388,2025-10-01 00:00:00,1627.07,26521241
12646224,2025-10-01 00:00:00,673.14,10972182
13245241,2025-10-01 00:00:00,160.84,2621692
13576916,2025-10-01 00:00:00,158.07,2576541
12672002,2025-10-01 00:00:00,64.98,1059174
12874369,2025-10-01 00:00:00,685.66,11176258
13114879,2025-10-01 00:00:00,136.48,2224624
12789686,2025-10-01 00:00:00,90.06,1467978
13497609,2025-10-01 00:00:00,1914.15,31200645
13469210,2025-10-01 00:00:00,619.39,10096057
12739237,2025-10-01 00:00:00,71.65,1167895
13103470,2025-10-01 00:00:00,239.24,3899612
13516303,2025-10-01 00:00:00,298.04,4858052
13565397,2025-10-01 00:00:00,479.39,7814057
13371264,2025-10-01 00:00:00,77.34,1260642
12813745,2025-10-01 00:00:00,18.72,305136
13303378,2025-10-01 00:00:00,680.67,11094921
12790572,2025-10-01 00:00:00,362.79,5913477
13345759,2025-10-01 00:00:00,108.21,1763823
13002148,2025-10-01 00:00:00,118.26,1927638
13313183,2025-10-01 00:00:00,91.79,1496177
13014344,2025-10-01 00:00:00,2014.17,32830971
13435307,2025-10-01 00:00:00,536.63,8747069
13247779,2025-10-01 00:00:00,26.56,432928
13621305,2025-10-01 00:00:00,317.91,5181933
13428111,2025-10-01 00:00:00,1434.81,23387403
13640223,2025-10-01 00:00:00,334.06,5445178
12708549,2025-10-01 00:00:00,5,81500
13032672,2025-10-01 00:00:00,238.11,3881193
12854310,2025-10-01 00:00:00,536.98,8752774
13580469,2025-10-01 00:00:00,206.57,3367091
12691875,2025-10-01 00:00:00,169.37,2760731
13456234,2025-10-01 00:00:00,120.82,1969366
13361289,2025-10-01 00:00:00,188.11,3066193
13670481,2025-10-01 00:00:00,123.06,2005878
12792255,2025-10-01 00:00:00,182.42,2973446
13247541,2025-10-01 00:00:00,96.17,1567571
13408031,2025-10-01 00:00:00,2228.69,36327647
13315303,2025-10-01 00:00:00,145.24,2367412
13289657,2025-10-01 00:00:00,45.67,744421
13634961,2025-10-01 00:00:00,70.53,1149639
13536034,2025-10-01 00:00:00,566.12,9227756
13146789,2025-10-01 00:00:00,286.7,4673210
13377011,2025-10-01 00:00:00,175.6,2862280
13207829,2025-10-01 00:00:00,34.89,568707
12817044,2025-10-01 00:00:00,124.99,2037337
12954442,2025-10-01 00:00:00,118.68,1934484
12980885,2025-10-01 00:00:00,17.43,284109
12996647,2025-10-01 00:00:00,381.16,6212908
13232203,2025-10-01 00:00:00,150.02,2445326
12764009,2025-10-01 00:00:00,2276.77,37111351
13659326,2025-10-01 00:00:00,188.08,3065704
12671576,2025-10-01 00:00:00,352.52,5746076
12666217,2025-10-01 00:00:00,194.86,3176218
13089732,2025-10-01 00:00:00,185.2,3018760
13327653,2025-10-01 00:00:00,1543.96,25166548
13089245,2025-10-01 00:00:00,908.19,14803497
13133521,2025-10-01 00:00:00,119.5,1947850
13593850,2025-10-01 00:00:00,172.71,2815173
13045712,2025-10-01 00:00:00,172.08,2804904
12882002,2025-10-01 00:00:00,140.35,2287705
12990140,2025-10-01 00:00:00,57.28,933664
12822506,2025-10-01 00:00:00,416.71,6792373
13402456,2025-10-01 00:00:00,11.27,183701
12992395,2025-10-01 00:00:00,172.41,2810283
13512410,2025-10-01 00:00:00,350.72,5716736
12867958,2025-10-01 00:00:00,1297.8,21154140
12671905,2025-10-01 00:00:00,3974.69,64787447
13484951,2025-10-01 00:00:00,130.63,2129269
13292706,2025-10-01 00:00:00,130.43,2126009
13537625,2025-10-01 00:00:00,2032,33121600
13100596,2025-10-01 00:00:00,56.64,923232
13279731,2025-10-01 00:00:00,341.15,5560745
13041618,2025-10-01 00:00:00,590.43,9624009
13237452,2025-10-01 00:00:00,102.75,1674825
13437507,2025-10-01 00:00:00,3010.17,49065771
13300368,2025-10-01 00:00:00,214.23,3491949
13482849,2025-10-01 00:00:00,46.5,757950
12642305,2025-10-01 00:00:00,4779.23,77901449
13443634,2025-10-01 00:00:00,366.27,5970201
13389799,2025-10-01 00:00:00,41.04,668952
12696696,2025-10-01 00:00:00,283.95,4628385
13513345,2025-10-01 00:00:00,6280.83,102377529
13093985,2025-10-01 00:00:00,129.79,2115577
13171577,2025-10-01 00:00:00,60.85,991855
12799835,2025-10-01 00:00:00,3976.94,64824122
13018167,2025-10-01 00:00:00,818.59,13343017
13428470,2025-10-01 00:00:00,592.51,9657913
13336569,2025-10-01 00:00:00,2863.07,46668041
13511486,2025-10-01 00:00:00,2837.57,46252391
12654771,2025-10-01 00:00:00,79.01,1287863
12963055,2025-10-01 00:00:00,900.72,14681736
12827586,2025-10-01 00:00:00,201.36,3282168
13234766,2025-10-01 00:00:00,7.78,126814
13356277,2025-10-01 00:00:00,383.06,6243878
13458977,2025-10-01 00:00:00,927.68,15121184
13599920,2025-10-01 00:00:00,1860.54,30326802
12872752,2025-10-01 00:00:00,56.43,919809
12776445,2025-10-01 00:00:00,3837.8,62556140
13525635,2025-10-01 00:00:00,380.52,6202476
13236810,2025-10-01 00:00:00,664.78,10835914
13178820,2025-10-01 00:00:00,200.24,3263912
12729532,2025-10-01 00:00:00,2240.86,36526018
12954043,2025-10-01 00:00:00,32.89,536107
12942617,2025-10-01 00:00:00,29.37,478731
13601792,2025-10-01 00:00:00,949.95,15484185
12985213,2025-10-01 00:00:00,3096.76,50477188
13092192,2025-10-01 00:00:00,1785.67,29106421
13506051,2025-10-01 00:00:00,298.3,4862290
13171762,2025-10-01 00:00:00,447.45,7293435
12659285,2025-10-01 00:00:00,1316.46,21458298
13602480,2025-10-01 00:00:00,382.19,6229697
13061553,2025-10-01 00:00:00,192.43,3136609
13541066,2025-10-01 00:00:00,35.48,578324
13247238,2025-10-01 00:00:00,1711.4,27895820
13481384,2025-10-01 00:00:00,362.35,5906305
13453630,2025-10-01 00:00:00,864.76,14095588
13646481,2025-10-01 00:00:00,210.37,3429031
13540992,2025-10-01 00:00:00,76.56,1247928
13007454,2025-10-01 00:00:00,904.74,14747262
13177672,2025-10-01 00:00:00,166.49,2713787
12655443,2025-10-01 00:00:00,96.01,1564963
13608027,2025-10-01 00:00:00,1388.63,22634669
12720956,2025-10-01 00:00:00,194.85,3176055
12953143,2025-10-01 00:00:00,1436.57,23416091
13472152,2025-10-01 00:00:00,92.58,1509054
12946905,2025-10-01 00:00:00,75.42,1229346
12732580,2025-10-01 00:00:00,133.19,2170997
13603930,2025-10-01 00:00:00,272.49,4441587
13113468,2025-10-01 00:00:00,125.24,2041412
12836079,2025-10-01 00:00:00,24.33,396579
12810704,2025-10-01 00:00:00,1684.3,27454090
12762678,2025-10-01 00:00:00,91.29,1488027
13147453,2025-10-01 00:00:00,65.63,1069769
13375962,2025-10-01 00:00:00,1803.98,29404874
13578383,2025-10-01 00:00:00,31.73,517199
13080079,2025-10-01 00:00:00,458.14,7467682
12988497,2025-10-01 00:00:00,66.35,1081505
12838073,2025-10-01 00:00:00,61.31,999353
13380537,2025-10-01 00:00:00,215.95,3519985
13003651,2025-10-01 00:00:00,1116.52,18199276
12680040,2025-10-01 00:00:00,1743.85,28424755
12900224,2025-10-01 00:00:00,441.63,7198569
12679045,2025-10-01 00:00:00,293.91,4790733
13251020,2025-10-01 00:00:00,966.71,15757373
13521433,2025-10-01 00:00:00,693.8,11308940
12805345,2025-10-01 00:00:00,200.36,3265868
13230202,2025-10-01 00:00:00,184.22,3002786
12964493,2025-10-01 00:00:00,296.61,4834743
13163296,2025-10-01 00:00:00,63.72,1038636
12848581,2025-10-01 00:00:00,498.84,8131092
13293186,2025-10-01 00:00:00,152.96,2493248
12955973,2025-10-01 00:00:00,1288.05,20995215
13221421,2025-10-01 00:00:00,44.8,730240
13416225,2025-10-01 00:00:00,355.15,5788945
12813805,2025-10-01 00:00:00,834.2,13597460
13445917,2025-10-01 00:00:00,1894.12,30874156
13657733,2025-10-01 00:00:00,8.1,132030
13233608,2025-10-01 00:00:00,3897.49,63529087
12884337,2025-10-01 00:00:00,240.63,3922269
13499446,2025-10-01 00:00:00,338.21,5512823
13612166,2025-10-01 00:00:00,179.17,2920471
13551451,2025-10-01 00:00:00,1304.86,21269218
12672136,2025-10-01 00:00:00,184.21,3002623
13637404,2025-10-01 00:00:00,86.68,1412884
13038968,2025-10-01 00:00:00,698.99,11393537
12865965,2025-10-01 00:00:00,83.04,1353552
12883367,2025-10-01 00:00:00,66.11,1077593
12857548,2025-10-01 00:00:00,623.49,10162887
12650152,2025-10-01 00:00:00,163.85,2670755
13105877,2025-10-01 00:00:00,86.35,1407505
13561806,2025-10-01 00:00:00,449.87,7332881
13009556,2025-10-01 00:00:00,455.68,7427584
12861208,2025-10-01 00:00:00,383.7,6254310
13014100,2025-10-01 00:00:00,1581.42,25777146
12891451,2025-10-01 00:00:00,82.51,1344913
12861680,2025-10-01 00:00:00,20.51,334313
12675722,2025-10-01 00:00:00,3892.85,63453455
13372851,2025-10-01 00:00:00,303.62,4949006
13012899,2025-10-01 00:00:00,300.57,4899291
12796909,2025-10-01 00:00:00,36.06,587778
13209751,2025-10-01 00:00:00,190.4,3103520
13093942,2025-10-01 00:00:00,488.69,7965647
13230903,2025-10-01 00:00:00,248.57,4051691
13157599,2025-10-01 00:00:00,231.54,3774102
13632284,2025-10-01 00:00:00,210.33,3428379
13593722,2025-10-01 00:00:00,406.66,6628558
12965719,2025-10-01 00:00:00,429.33,6998079
12696458,2025-10-01 00:00:00,94.87,1546381
12698995,2025-10-01 00:00:00,162.61,2650543
13378152,2025-10-01 00:00:00,203.95,3324385
13644798,2025-10-01 00:00:00,204.94,3340522
13262352,2025-10-01 00:00:00,1997.02,32551426
12972173,2025-10-01 00:00:00,210.12,3424956
12873235,2025-10-01 00:00:00,222.07,3619741
13403826,2025-10-01 00:00:00,73.04,1190552
13653660,2025-10-01 00:00:00,52.67,858521
12718134,2025-10-01 00:00:00,64.13,1045319
13360051,2025-10-01 00:00:00,1875.76,30574888
13327779,2025-10-01 00:00:00,32.32,526816
12898081,2025-10-01 00:00:00,856.02,13953126
12651066,2025-10-01 00:00:00,701.05,11427115
13537048,2025-10-01 00:00:00,28.3,461290
12691603,2025-10-01 00:00:00,1359.27,22156101
13626971,2025-10-01 00:00:00,183.72,2994636
13095807,2025-10-01 00:00:00,79.28,1292264
13508015,2025-10-01 00:00:00,707.79,11536977
12915985,2025-10-01 00:00:00,57.19,932197
13310865,2025-10-01 00:00:00,3600.64,58690432
13516380,2025-10-01 00:00:00,582.43,9493609
13384201,2025-10-01 00:00:00,106.49,1735787
13358725,2025-10-01 00:00:00,30.98,504974
12906917,2025-10-01 00:00:00,3470.96,56576648
12843675,2025-10-01 00:00:00,2127.32,34675316
12854434,2025-10-01 00:00:00,191.09,3114767
12818997,2025-10-01 00:00:00,72.12,1175556
13227325,2025-10-01 00:00:00,115.41,1881183
12684389,2025-10-01 00:00:00,988.82,16117766
13318105,2025-10-01 00:00:00,138.71,2260973
13423115,2025-10-01 00:00:00,425.11,6929293
13520502,2025-10-01 00:00:00,166.59,2715417
13076178,2025-10-01 00:00:00,142.06,2315578
12955177,2025-10-01 00:00:00,195.98,3194474
12785241,2025-10-01 00:00:00,179.08,2919004
12798538,2025-10-01 00:00:00,259.29,4226427
12806261,2025-10-01 00:00:00,301.25,4910375
13131073,2025-10-01 00:00:00,81.49,1328287
12809032,2025-10-01 00:00:00,185.28,3020064
12847470,2025-10-01 00:00:00,702.44,11449772
13108603,2025-10-01 00:00:00,18.84,307092
12808681,2025-10-01 00:00:00,879.12,14329656
13591122,2025-10-01 00:00:00,23.4,381420
13529531,2025-10-01 00:00:00,3168.93,51653559
13409119,2025-10-01 00:00:00,847.46,13813598
12648331,2025-10-01 00:00:00,70.88,1155344
13326690,2025-10-01 00:00:00,1978.81,32254603
13234403,2025-10-01 00:00:00,59.57,970991
13409083,2025-10-01 00:00:00,403.54,6577702
13316272,2025-10-01 00:00:00,127.49,2078087
12767472,2025-10-01 00:00:00,81.74,1332362
13637711,2025-10-01 00:00:00,140.65,2292595
12932695,2025-10-01 00:00:00,2584.79,42132077
12790704,2025-10-01 00:00:00,25.43,414509
12980313,2025-10-01 00:00:00,169.14,2756982
12885542,2025-10-01 00:00:00,100.23,1633749
13644763,2025-10-01 00:00:00,361.43,5891309
12818730,2025-10-01 00:00:00,1501.8,24479340
13087960,2025-10-01 00:00:00,351.19,5724397
13447339,2025-10-01 00:00:00,107.8,1757140
12849355,2025-10-01 00:00:00,123.71,2016473
13313668,2025-10-01 00:00:00,194.46,3169698
12743854,2025-10-01 00:00:00,787.09,12829567
13422144,2025-10-01 00:00:00,1654.43,26967209
13180018,2025-10-01 00:00:00,432.82,7054966
13578631,2025-10-01 00:00:00,24.83,404729
12851633,2025-10-01 00:00:00,92.62,1509706
13426409,2025-10-01 00:00:00,25.48,415324
13589868,2025-10-01 00:00:00,22.57,367891
13010895,2025-10-01 00:00:00,14.92,243196
12710372,2025-10-01 00:00:00,221.32,3607516
13302376,2025-10-01 00:00:00,8.15,132845
13570678,2025-10-01 00:00:00,3746.73,61071699
13012189,2025-10-01 00:00:00,285.17,4648271
13406494,2025-10-01 00:00:00,462.16,7533208
